course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,instructor_wikipedia_link,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ACCT B6001,Financial Accounting,,Yao Liu,10:50am,12:20pm,15846,,B6001-20251-001,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20251-001/,420 Kravis Hall,In-Person,Business,3,,TR,20251ACCT6001B001,LECTURE
ACCT B6001,Financial Accounting,,Edward Li,10:50am,12:20pm,15847,,B6001-20251-002,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20251-002/,440 Kravis Hall,In-Person,Business,3,,TR,20251ACCT6001B002,LECTURE
ACCT B6001,Financial Accounting,,Yao Liu,9:00am,10:30am,15848,,B6001-20251-003,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20251-003/,420 Kravis Hall,In-Person,Business,3,,TR,20251ACCT6001B003,LECTURE
ACCT B6001,Financial Accounting,,Yao Liu,2:20pm,3:50pm,15849,,B6001-20251-004,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B6001-20251-004/,420 Kravis Hall,In-Person,Business,3,,TR,20251ACCT6001B004,LECTURE
ACCT B8007,Financial Planning & Analysis,"This course explores the use of financial information for internal planning, analysis, and decision-making. The main objective of the course is to equip you with the knowledge to understand, evaluate, and act upon the many financial and non-financial reports used in managing modern firms.
Managing any modern firm requires information about the firm’s products, processes, assets, and customers. This information is a key input into a wide range of decisions: analyzing profitability of various products, managing product-line portfolios, setting prices, measuring and managing profitability of customers, making operational and strategic decisions, evaluating investments, guiding improvement efforts, and so on.
The focus of this course is on modern internal-reporting systems. We will discover that many firms do not provide their managers with useful information; we will see numerous examples of value destruction and bankruptcies caused by this. We will also investigate some modern ideas in how an organization’s internal information system should be designed to enhance value creation; and we will see how world-class firms take advantage of their competitors’ internal-reporting mistakes.
To attain the right level of understanding, we will briefly explore the mechanics of the many techniques used to prepare internal reports. But the emphasis in this course is very much on interpretation, evaluation, and decision-making.
We will examine the following key topics:
Designing managerial information systems to support an organization’s strategy.
Determining which financial and non-financial metrics are necessary for success in various competitive environments.
Evaluating profitability of products, services, assets, and customers.
The capabilities and the limitations of various reporting systems in guiding value-maximization, cost-control, and improvement efforts.
The limitations of traditional cost-estimation systems.
Activity-based costing and activity-based management.
Estimating and managing the costs of capacity resources.
Relevant costs and relevant revenues in business decisions.
The information necessary to evaluate long-term business decisions.
The incentives created by various performance-evaluation techniques.",Tim Baldenius,9:00am,10:30am,16587,,B8007-20251-001,Financial Planning & Anal,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8007-20251-001/,840 Kravis Hall,In-Person,"Business
Engineering:Graduate
Journalism
SIPA",1.5,,MW,20251ACCT8007B001,LECTURE
ACCT B8007,Financial Planning & Analysis,"This course explores the use of financial information for internal planning, analysis, and decision-making. The main objective of the course is to equip you with the knowledge to understand, evaluate, and act upon the many financial and non-financial reports used in managing modern firms.
Managing any modern firm requires information about the firm’s products, processes, assets, and customers. This information is a key input into a wide range of decisions: analyzing profitability of various products, managing product-line portfolios, setting prices, measuring and managing profitability of customers, making operational and strategic decisions, evaluating investments, guiding improvement efforts, and so on.
The focus of this course is on modern internal-reporting systems. We will discover that many firms do not provide their managers with useful information; we will see numerous examples of value destruction and bankruptcies caused by this. We will also investigate some modern ideas in how an organization’s internal information system should be designed to enhance value creation; and we will see how world-class firms take advantage of their competitors’ internal-reporting mistakes.
To attain the right level of understanding, we will briefly explore the mechanics of the many techniques used to prepare internal reports. But the emphasis in this course is very much on interpretation, evaluation, and decision-making.
We will examine the following key topics:
Designing managerial information systems to support an organization’s strategy.
Determining which financial and non-financial metrics are necessary for success in various competitive environments.
Evaluating profitability of products, services, assets, and customers.
The capabilities and the limitations of various reporting systems in guiding value-maximization, cost-control, and improvement efforts.
The limitations of traditional cost-estimation systems.
Activity-based costing and activity-based management.
Estimating and managing the costs of capacity resources.
Relevant costs and relevant revenues in business decisions.
The information necessary to evaluate long-term business decisions.
The incentives created by various performance-evaluation techniques.",Tim Baldenius,10:50am,12:20pm,16588,,B8007-20251-002,Financial Planning & Anal,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8007-20251-002/,840 Kravis Hall,In-Person,"Business
Engineering:Graduate
Journalism",1.5,,MW,20251ACCT8007B002,LECTURE
ACCT B8008,Earnings Quality & Fundamental,"Financial reporting provides a window into the operational and financial workings of a company. However, translating this information into actionable insights is anything but straightforward. It requires an understanding of: Generally Accepted Accounting Principles (GAAP), the quality of financial information, and the adjustments and analyses used to assess profitability, risk, growth, and value.
 
 The course starts with a short review of financial reporting and then focuses on various modules of fundamental analysis, including earnings quality analysis, performance evaluation, risk assessment, forecasting, and valuation. The remaining class meetings (approximately 14 out of 24) are devoted to a deeper dive into the reporting and analysis of key transactions (e.g., business combinations, leasing) and financial statement line items (e.g., revenue, income taxes).
 
 To allow for dynamic progress, the class schedule is flexible:
 Topic Approximate # of class meetings
 1. Review of financial reporting 2
 2. Financial statement analysis 4
 3. Forecasting and valuation 4
 4. Revenue and related items 2
 5. Operating capacity 3
 6. Estimated items 3.5
 7. Financial instruments 2
 8. Investments in businesses 2.5
 9. Equity and related items 1
 Total 24
 
 While the course covers the theoretical underpinning of the various analyses, it focuses on implementation and practical uses. We will study many actual financial disclosures and cases of accounting abuses, and we will conduct fundamental-based valuation and other financial analyses, including using Excel tools that will be provided to the students. Studying financial disclosures will help you better understand the underlying assumptions and accounting choices the firm made in arriving at its accounting numbers. This information can be used to make earnings quality adjustments to the accounting numbers to make them more consistent across time or more comparable across companies. Studying cases of accounting abuses will help you improve your ability to “read between the lines” and develop a set of red flags to look for in analyzing financial statements. The class also incorporates insights from practitioner and academic research.
 
 The primary objective of the course is to acquire a deep understanding of accounting information and how to intelligently use it in making investment, credit, and similar resource allocation decisions. Such knowledge is required of investors, consultants, analysts, banke",Jonathan Glover,2:20pm,3:50pm,16655,,B8008-20251-001,Earnings Quality & Fundam,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8008-20251-001/,820 Kravis Hall,In-Person,"Business
Engineering:Graduate
Journalism",3,,MW,20251ACCT8008B001,LECTURE
ACCT B8008,Earnings Quality & Fundamental,"Financial reporting provides a window into the operational and financial workings of a company. However, translating this information into actionable insights is anything but straightforward. It requires an understanding of: Generally Accepted Accounting Principles (GAAP), the quality of financial information, and the adjustments and analyses used to assess profitability, risk, growth, and value.
 
 The course starts with a short review of financial reporting and then focuses on various modules of fundamental analysis, including earnings quality analysis, performance evaluation, risk assessment, forecasting, and valuation. The remaining class meetings (approximately 14 out of 24) are devoted to a deeper dive into the reporting and analysis of key transactions (e.g., business combinations, leasing) and financial statement line items (e.g., revenue, income taxes).
 
 To allow for dynamic progress, the class schedule is flexible:
 Topic Approximate # of class meetings
 1. Review of financial reporting 2
 2. Financial statement analysis 4
 3. Forecasting and valuation 4
 4. Revenue and related items 2
 5. Operating capacity 3
 6. Estimated items 3.5
 7. Financial instruments 2
 8. Investments in businesses 2.5
 9. Equity and related items 1
 Total 24
 
 While the course covers the theoretical underpinning of the various analyses, it focuses on implementation and practical uses. We will study many actual financial disclosures and cases of accounting abuses, and we will conduct fundamental-based valuation and other financial analyses, including using Excel tools that will be provided to the students. Studying financial disclosures will help you better understand the underlying assumptions and accounting choices the firm made in arriving at its accounting numbers. This information can be used to make earnings quality adjustments to the accounting numbers to make them more consistent across time or more comparable across companies. Studying cases of accounting abuses will help you improve your ability to “read between the lines” and develop a set of red flags to look for in analyzing financial statements. The class also incorporates insights from practitioner and academic research.
 
 The primary objective of the course is to acquire a deep understanding of accounting information and how to intelligently use it in making investment, credit, and similar resource allocation decisions. Such knowledge is required of investors, consultants, analysts, banke",Jonathan Glover,10:50am,12:20pm,16808,,B8008-20251-060,Earnings Quality & Fundam,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8008-20251-060/,670 Kravis Hall,In-Person,"Business
Journalism",3,,MW,20251ACCT8008B060,LECTURE
ACCT B8009,Financial Statement Analysis a,"This course will provide students with hands-on experience analyzing financial statements. Students will learn about the general tools, theoretical concepts, and practical valuation issues of financial analysis. By the end of the course, students should be comfortable using firms' financial statements (along with other information) to assess firm performance and make reasonable valuation estimates.
Course content and organization In the first half of the course, we will develop a valuation framework that integrates a firm’s strategy, its financial performance, and the credibility of its accounting. The framework consists of the following steps:
1. Understand the firm’s strategy. We will assess the firm’s value proposition and identify its key value drivers and risks.
2. Accounting Analysis. We will assess earnings quality and evaluate whether the firm's accounting policies capture the underlying business reality. If not, we will adjust the accounting to eliminate GAAP issues and management biases.
3. Financial Analysis. We will evaluate current performance with accounting data and financial ratios.
4. Prospective Analysis: Forecasting. We will assess whether current firm performance is sustainable, and we will forecast future performance. In our forecasts, we will consider growth, profitability, and future competitive advantage.
5. Prospective Analysis: Valuation. We will convert our forecasts of future earnings and book values into an estimate of the firm’s current value. 
In the second half of the course, we will apply the above framework to a variety of business valuation contexts, including IPOs, mergers, and equity-investment analyses.",Kalash Jain,2:20pm,5:35pm,16721,,B8009-20251-002,Financial Statement Analy,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8009-20251-002/,640 Kravis Hall,In-Person,"Business
Engineering:Graduate
Journalism",3,,T,20251ACCT8009B002,LECTURE
ACCT B8009,Financial Statement Analysis a,"This course will provide students with hands-on experience analyzing financial statements. Students will learn about the general tools, theoretical concepts, and practical valuation issues of financial analysis. By the end of the course, students should be comfortable using firms' financial statements (along with other information) to assess firm performance and make reasonable valuation estimates.
Course content and organization In the first half of the course, we will develop a valuation framework that integrates a firm’s strategy, its financial performance, and the credibility of its accounting. The framework consists of the following steps:
1. Understand the firm’s strategy. We will assess the firm’s value proposition and identify its key value drivers and risks.
2. Accounting Analysis. We will assess earnings quality and evaluate whether the firm's accounting policies capture the underlying business reality. If not, we will adjust the accounting to eliminate GAAP issues and management biases.
3. Financial Analysis. We will evaluate current performance with accounting data and financial ratios.
4. Prospective Analysis: Forecasting. We will assess whether current firm performance is sustainable, and we will forecast future performance. In our forecasts, we will consider growth, profitability, and future competitive advantage.
5. Prospective Analysis: Valuation. We will convert our forecasts of future earnings and book values into an estimate of the firm’s current value. 
In the second half of the course, we will apply the above framework to a variety of business valuation contexts, including IPOs, mergers, and equity-investment analyses.",Kalash Jain,9:00am,12:15pm,16722,,B8009-20251-001,Financial Statement Analy,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8009-20251-001/,820 Kravis Hall,In-Person,"Business
Engineering:Graduate
Journalism",3,,T,20251ACCT8009B001,LECTURE
ACCT B8030,LBO & Bankruptcy Transactions,"The purpose of this course is to provide you with an overview of LBO strategies and to introduce you to restructuring and the bankruptcy process. During the course, you will learn how to build a basic financial model and adapt it for LBO transactions. This is an advanced and technical course. If reviewing arcane accounting and legal rules does not bring you joy, you are forewarned! You will see plenty of both in the course. During the course, we will learn to:
 1. Build a basic integrated financial models (IS, BS and CFS)
 2. Adapt the financial model to study the effect of LBO transactions
 3. Study the impact of different deal structures, accounting choices, operating assumptions and financing decisions on firm value, liquidity, profitability, returns and other financial metrics.
 4. Learn about alternative exit and restructuring strategies.
 5. Understand the bankruptcy process – debt restructuring and fresh start models.",Radha Radhakrishna,2:20pm,5:35pm,16739,,B8030-20251-002,LBO & Bankruptcy Transact,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8030-20251-002/,890 Kravis Hall,In-Person,"Business
Engineering:Graduate
Journalism",1.5,,W,20251ACCT8030B002,LECTURE
ACCT B8030,LBO & Bankruptcy Transactions,"The purpose of this course is to provide you with an overview of LBO strategies and to introduce you to restructuring and the bankruptcy process. During the course, you will learn how to build a basic financial model and adapt it for LBO transactions. This is an advanced and technical course. If reviewing arcane accounting and legal rules does not bring you joy, you are forewarned! You will see plenty of both in the course. During the course, we will learn to:
 1. Build a basic integrated financial models (IS, BS and CFS)
 2. Adapt the financial model to study the effect of LBO transactions
 3. Study the impact of different deal structures, accounting choices, operating assumptions and financing decisions on firm value, liquidity, profitability, returns and other financial metrics.
 4. Learn about alternative exit and restructuring strategies.
 5. Understand the bankruptcy process – debt restructuring and fresh start models.",Radha Radhakrishna,6:00pm,9:15pm,16740,,B8030-20251-001,LBO & Bankruptcy Transact,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8030-20251-001/,640 GEFFEN HALL,In-Person,"Business
Engineering:Graduate
Journalism",1.5,,T,20251ACCT8030B001,LECTURE
ACCT B8122,Accounting for Consultants,"This elective course covers accounting tools useful to consultants, as well as for students with an interest in a firm’s finance function, general management, or private equity.
There will be a particular focus on performance measurement and management.
Performance measurement is a key determinant of success for today’s companies that sell a wide range of products and services to a wide range of customers differentiated in their needs. While financial accounting (GAAP) information is a useful shortcut toward gaining some understanding of a firm’s financial health, consultants and managers need a more solid understanding of the firm’s strategy and mission, as well as disaggregated information that helps assess how the firm is performing along its strategic objectives.
There is overlap between this course and the half-semester course “Financial Planning & Analysis (FP&A)” course. This course expands on many of the concepts taught in FP&A and supplements them with industry insights and guest speakers. For this reason, this course is mutually exclusive with the elective course “B8007 – Financial Planning & Analysis”. If you have taken FP&A, you will not be able to enroll in this course for credit.  Please contact me immediately in case of such a conflict.
The following specific topics will be addressed:
• Profitability analysis to assess individual products
• Customer relationship management using customer lifetime value (CLV)
• Budgeting and variances
• Performance evaluation for profit centers and investment centers
• Performance-based pay: team incentives, relative performance evaluation, etc.
• Corporate governance: the C-suite and the role of compensation consultants
• The “War of Metrics”: Cash Flow, EVA, Balanced Scorecards, etc.
• Innovative ways to deviate from GAAP rules to better measure value creation
• Issues specific to multinational enterprises (MNEs), e.g., taxation
• Industry-specific insights: performance measurement in key industries",Tim Baldenius,9:00am,12:15pm,16719,,B8122-20251-001,Accounting for Consultant,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B8122-20251-001/,890 Kravis Hall,In-Person,"Business
Engineering:Graduate
Journalism",3,B8007,MW,20251ACCT8122B001,LECTURE
ACCT B9014,(PhD) Accounting & Information Economics,,Jonathan Glover,2:20pm,5:35pm,16776,,B9014-20251-001,(PhD) Acctg & Inform Econ,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B9014-20251-001/,430 Kravis Hall,In-Person,"Architecture
Business
Columbia College
Dental Medicine
Dental Medicine:Post-Grad
Engineering:Graduate
Engineering:Undergraduate
GSAS
General Studies
Journalism
Medicine
Nursing
Professional Studies
Public Health
SIPA
Schools of the Arts
Social Work",3,,R,20251ACCT9014B001,SEMINAR
ACCT B9020,Research on Investing with Fun,,Shivaram Rajgopal,2:20pm,5:35pm,16793,,B9020-20251-001,Research on Investing wit,Accounting (ACCT),ACCT,https://en.wikipedia.org/wiki/Shivaram_Rajgopal,https://doc.sis.columbia.edu/subj/ACCT/B9020-20251-001/,590 GEFFEN HALL,In-Person,Business,3,,M,20251ACCT9020B001,LECTURE
ACCT B9030,"MS Financial Accounting, half term",,Amir Ziv,9:00am,1:00pm,16515,,B9030-20251-001,MS Financial Acctg (half,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B9030-20251-001/,420 GEFFEN HALL,In-Person,Business,1.5,,TWRFS,20251ACCT9030B001,SEMINAR
ACCT B9097,MS Accounting Internship,,Elizabeth Elam,,,18209,,B9097-20251-001,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B9097-20251-001/,,In-Person,Business,1.5,,,20251ACCT9097B001,INTERNSHIP
ACCT B9098,MS Accounting Thesis,,Elizabeth Elam,,,18210,,B9098-20251-001,,Accounting (ACCT),ACCT,,https://doc.sis.columbia.edu/subj/ACCT/B9098-20251-001/,,In-Person,Business,3,,,20251ACCT9098B001,SUPERVISED S
ACTU PS5030,INTRO TO LIFE INSURANCE,,Abraham Weishaus,6:10pm,8:55pm,14091,,K5030-20251-D01,,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5030-20251-D01/,ONLINE ONLY,On-Line Only,,3,,M,20251ACTU5030KD01,ONLINE COURS
ACTU PS5630,PROPERTY/CASUALTY,,,6:10pm,8:55pm,14094,,K5630-20251-D01,PROPERTY & CASUALTY,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5630-20251-D01/,ONLINE ONLY,On-Line Only,,3,,W,20251ACTU5630KD01,LECTURE
ACTU PS5821,ACTUARIAL METHODS,"The Actuarial Methods course explores models for evaluating and managing risks of life contingent contracts, their theoretical basis and applications. Topics include survival models, life insurance and annuity benefits, premium and reserve calculations related to policies on a single life, as well as option pricing. This course also covers materials relevant to the long-term section of the Fundamentals of Actuarial Mathematics (FAM) exam of the Society of Actuaries. This is a core course of the M.S. in Actuarial Science program.",Yubo Wang,8:40am,9:55am,14095,,K5821-20251-001,,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5821-20251-001/,602 Lewisohn Hall,In-Person,,3,,TR,20251ACTU5821K001,LECTURE
ACTU PS5822,ADVANCED ACTUARIAL METHODS,"The purpose this class is to develop the student’s knowledge of the theoretical basis of certain actuarial models and the application of those models to insurance and other financial risks. A thorough knowledge of calculus, probability, and interest theory is assumed. Knowledge of risk management at the level of Exam P is also assumed.
  
The combination of these two classes covers the material for the FAM-L and ALTAM examinations of the Society of Actuaries. This is a core class of the Actuarial Science program. Students who have already taken and passed the MLC or LTAM exam for SOA are exempted from this class and can substitute an elective.",Abraham Weishaus,10:10am,11:25am,14096,,K5822-20251-001,ADVANCED ACTUARIAL METHOD,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5822-20251-001/,212D Lewisohn Hall,In-Person,,3,,MW,20251ACTU5822K001,LECTURE
ACTU PS5823,ACTUARIAL MODELS,"This course provides an introduction to the tools for pricing and reserving for short term insurance. We will discuss methods for calculating IBNR reserves, ratemaking, frequency and severity models used for modeling coverage modifications, statistical methods for fitting, evaluating, and selecting parametric models for frequency and severity, and three credibility methods.
  
This class covers the short-term material of Exam FAM and also covers the material of Exam ASTAM of the Society of Actuaries, and some of the material on Exams MAS I, MAS II, and 5 of the Casualty Actuarial Society. This is a core class of the Actuarial Science program. Students who have already taken and passed the FAM exam (or its short term portion) and the ASTAM exam administered by the SOA are exempted from this class and can substitute an elective.",Abraham Weishaus,1:10pm,2:25pm,14098,,K5823-20251-001,,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5823-20251-001/,212A Lewisohn Hall,In-Person,,3,,MW,20251ACTU5823K001,LECTURE
ACTU PS5840,PREDICTIVE MODELING IN FINANCE & INSURAN,"This course introduces to the students, generalized linear models (GLM), time series models, and some popular statistical learning models such as decision trees models as well as random forests and boosting trees.  The aim for GLM is to provide a flexible framework for the analysis and model building using the likelihood techniques for almost any data type. The aim for the statistical learning models is to build and predict or understand data structure (if unsupervised) using statistical learning methods such as tree-based for supervised learning and the Principle Component Analysis and Clustering for unsupervised learning.  It develops a student’s knowledge of the theoretical basis in predictive modeling, computational implementation of the models and their application in finance and insurance. Tools such as cross-validation and techniques such as regularization and dimension reduction for fitting and selecting models are explored.  We also implement these models using a combination of Excel and R.
  
The class covers the material of Exams, Statistics for Risk Modeling (SRM) and Predictive Analytics (PA) of Society of Actuaries, and some material of Exams, Modern Actuarial Statistics I (MAS-I) and MAS II by the Casualty Actuarial Society. This is a core course for the Actuarial Science students. Students who have already taken and passed the SRM and PA exams administered by the SOA are exempted from this class and can substitute an elective.",Lina Xu,2:40pm,3:55pm,14107,,K5840-20251-001,PREDICT MODLNG IN FIN & INSRNC,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5840-20251-001/,608 Martin Luther King Building,In-Person,,3,,TR,20251ACTU5840K001,SEMINAR
ACTU PS5841,DATA SCIENCE IN FINANCE AND INSURANCE,"This course explores machine learning models, their theoretical basis, computing implementation and applications in finance and insurance.  It discusses machine learning models for regression, classification and unsupervised learning;  tools such as cross validation and  techniques such as regularization, dimension reduction and ensemble learning;  and select algorithms for fitting machine learning models.  This course offers students an intensive hands-on experience where they combine theoretical understanding, domain knowledge and coding skills to better inform data-driven decision making.
  
Some topics covered are relevant to the statistical learning portion of the Society of Actuaries (SOA) and the Casualty Actuarial Society (CAS) curricula, and the quantitative methods section of the Chartered Financial Analyst (CFA) Institute curriculum.  This is a core course of the Actuarial Science program.",Yubo Wang,10:10am,11:25am,14112,,K5841-20251-001,DATA SCIENCE IN FIN & INSURANC,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5841-20251-001/,602 Lewisohn Hall,In-Person,,3,,TR,20251ACTU5841K001,LECTURE
ACTU PS5842,Advanced Data Science Applications in Fi,"The Advanced Data Science Applications in Finance and Insurance course covers topics in database navigation, select advanced predictive analytics models and model interpretability. Topics include relational databases, generalized additive models, deep learning models, linear mixed models, Bayesian approaches, and interpretable machine learning.
  
Course discussions help students develop an understanding of the models and methodologies, as well as the ability to implement these models in R or python using opensource packages. Course assignments help students practice applying these models to financial, insurance and other data, as well as gain additional insights through validating aspects of the models. After taking this course, students will be able to apply these advanced predictive analytics models to financial and insurance data to better inform data-driven decision making by combining their theoretical understanding, domain knowledge and coding skills.
  
Some topics covered are relevant to the Advanced Topics in Predictive Analytics (ATPA) exam of the Society of Actuaries, and (with a more analytical emphasis) to the quantitative methods section of the CFA Program Level II exam by the CFA Institute.
  
Familiarity with machine learning models covered in the Data Science in Finance and Insurance course is helpful. Prior exposure to linear algebra, calculus, statistics, and a working knowledge of python, R and spreadsheets are necessary.",Yubo Wang,2:40pm,3:55pm,14116,,K5842-20251-001,Adv Data Sci App in Fin a,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5842-20251-001/,606 Lewisohn Hall,In-Person,,3,,TR,20251ACTU5842K001,LECTURE
ACTU PS5843,GLOBAL CAPITAL MARKET & INVESTMENT,"This course will introduce students to major issues currently of concern to all investors. It can give you the skills to conduct a sophisticated assessment of current issues and debates covered by the popular media as well as more-specialized finance journals. These skills are essential for people who pursues a financial service career, especially in today’s rapidly evolving environment. The material presented in this course are both practical important and intellectually interesting.
  
This course is consistent with and relevant to Chartered Financial Analyst (CFA) curriculum. It covers all subjects in CFA test and most of problems are in the same format as the CFA examination questions. This course will also provide a foundation for further study in Financial Risk Management and Financial market related courses.",,2:40pm,5:25pm,14120,,K5843-20251-001,GLOBAL CAPITAL MRKT & INVSTMNT,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5843-20251-001/,424 Pupin Laboratories,In-Person,,3,,W,20251ACTU5843K001,LECTURE
ACTU PS5900,PROSEMINAR IN ACTUARIAL SCIENCE,Industry representatives conduct a series of noncredit seminar sessions designed to expose students to the actuarial profession as well as to address a range of topics in actuarial science.,Lina Xu,4:10pm,6:00pm,14137,,K5900-20251-001,PROSEMINAR IN ACTUARIAL,Actuarial Science,ACTU,,https://doc.sis.columbia.edu/subj/ACTU/K5900-20251-001/,608 Martin Luther King Building,In-Person,,2,,TR,20251ACTU5900K001,PROSEMINAR
ADDN D6303,PRECLINICAL PROSTHODONTIC,,,,,18800,,D6303-20251-082,,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6303-20251-082/,,In-Person,,0,,,20251ADDN6303D082,SEMINAR
ADDN D6304,PRECLINICAL COMPREHENSIVE CARE,,,,,18812,,D6304-20251-082,PRECLINICAL COMPREHENSIVE,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6304-20251-082/,,In-Person,,0,,,20251ADDN6304D082,INDEPENDENT
ADDN D6308,PRECLINICAL DENTISTRY ENDODONTICS,,,,,18813,,D6308-20251-082,PRECLINICAL DENTISTRY END,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6308-20251-082/,,In-Person,,0,,,20251ADDN6308D082,INDEPENDENT
ADDN D6309,PRECLINICAL DENTISTRY ORTHODONTICS,,,,,18810,,D6309-20251-082,PRECLINICAL DENTISTRY ORT,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6309-20251-082/,,In-Person,,0,,,20251ADDN6309D082,INDEPENDENT
ADDN D6310,PRECLIN PEDS THEORY & TECHNIQUE,,,,,18811,,D6310-20251-082,PRECLIN PEDS THEORY & TEC,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6310-20251-082/,,In-Person,,0,,,20251ADDN6310D082,INDEPENDENT
ADDN D6311,PRECLINICAL DENTISTRY PERIODONTICS,,Karim El Kholy,,,18817,,D6311-20251-082,PRECLINICAL DENTISTRY PER,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6311-20251-082/,,In-Person,,0,,,20251ADDN6311D082,INDEPENDENT
ADDN D6312,PRECLINICAL DENTISTRY PROS LAB,,,,,18801,,D6312-20251-082,PRECLINICAL DENTISTRY PRO,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6312-20251-082/,,In-Person,,0,,,20251ADDN6312D082,INDEPENDENT
ADDN D6313,PRINCIPLES OF OCCLUSION,,,,,18818,,D6313-20251-082,,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6313-20251-082/,,In-Person,,0,,,20251ADDN6313D082,SEMINAR
ADDN D6317,DIGITAL DENTISTRY,,,,,18803,,D6317-20251-082,,Dental and Oral Surgery,ADDN,,https://doc.sis.columbia.edu/subj/ADDN/D6317-20251-082/,,In-Person,,0,,,20251ADDN6317D082,INDEPENDENT
AFAS GR6999,THESIS RESEARCH-GRADUATE,,Brandi Summers,,,17395,,G6999-20251-001,,African American and African Diaspora,AFAS,,https://doc.sis.columbia.edu/subj/AFAS/G6999-20251-001/,,In-Person,,4,,,20251AFAS6999G001,INDEPENDENT
AFAS GU4001,Revolution and Decolonization in the Afr,"This undergraduate/graduate seminar examines the history of Black revolutionary movements for decolonization from the era of slavery to the late twentieth century. While studies of what historians have called “Black Internationalism” have emerged over the past ten years, the revolutionary and decolonial legacies of Black Freedom movements have tended to be overshadowed by nation-centric models of Black Studies that tend to predominate in the field. This course poses long-standing questions for a new generation of students. How have Black revolutionary thinkers and movements analyzed the racial, class, gendered, and sexual dimensions of colonization? How have they confronted colonial state power and envisioned postcolonial transformation? What obstacles did these movements face? What lessons can be learned from revisiting Black revolutionary traditions? The course employs both intellectual history and social movement methodologies so that students can develop the tools to examine histories of decolonization and the visions of freedom that they inspired. While the class begins with the foundational struggles against slavery, the bulk of the course focuses on the revolutionary struggles of the mid-late 20th century, when a wide array of decolonization movements from Ghana and the Congo, to Cuba and the United States, attempted to challenge Euro-American imperial domination. The course’s diasporic focus, including struggles for decolonization in Africa, prompts students to explore the connections and resonances across national borders and colonial frontiers.",Frank Guridy,2:10pm,4:00pm,18656,,G4001-20251-001,Revolution and Decoloniza,African American and African Diaspora,AFAS,https://en.wikipedia.org/wiki/Frank_Andre_Guridy,https://doc.sis.columbia.edu/subj/AFAS/G4001-20251-001/,758 EXT Schermerhorn Hall [SCH],In-Person,,4,,R,20251AFAS4001G001,SEMINAR
